## Detector setup file for new FPD
########################################################################
##
##	#FP	Energy	Time	Pos
Size: 	328 	0 	1 	1
#RawHits:
#
Multi-hit: 128
#
##	Scalers	Calib	Overlap	Micro	#trig	Toff	Tres
Misc:	1	1	0	0	0	0.0	0.0
##
#Window:   580. 640. 300. 400.
Window:   580. 640. 700. 800.
#Window:   -40. 40.  80.  140.
##
Element:       0  0.000    0.0    0.00 0.000000   849M0  -400.0   800.0    -8.29 0.100000    0.000    0.000    0.000  816.296 3.470 2067
Element:       1  0.000    0.0    0.00 0.000000   832M0  -400.0   800.0     7.31 0.100000    0.000    0.000    0.000  813.037 3.483 2064
Element:       2  0.000    0.0    0.00 0.000000   833M0  -400.0   800.0     5.44 0.100000    0.000    0.000    0.000  809.535 3.482 2066
Element:       3  0.000    0.0    0.00 0.000000   848M0  -400.0   800.0    -6.64 0.100000    0.000    0.000    0.000  806.253 3.495 2065
Element:       4  0.000    0.0    0.00 0.000000   817M0  -400.0   800.0    -6.99 0.100000    0.000    0.000    0.000  802.751 3.494 2867
Element:       5  0.000    0.0    0.00 0.000000   800M0  -400.0   800.0     6.97 0.100000    0.000    0.000    0.000  799.447 3.505 2864
Element:       6  0.000    0.0    0.00 0.000000   801M0  -400.0   800.0    -1.86 0.100000    0.000    0.000    0.000  795.947 3.504 2866
Element:       7  0.000    0.0    0.00 0.000000   816M0  -400.0   800.0     0.04 0.100000    0.000    0.000    0.000  792.623 3.514 2865
Element:       8  0.000    0.0    0.00 0.000000   977M0  -400.0   800.0   -16.79 0.100000    0.000    0.000    0.000  787.617 3.442 2355
Element:       9  0.000    0.0    0.00 0.000000   960M0  -400.0   800.0    17.37 0.100000    0.000    0.000    0.000  784.379 3.453 2352
Element:      10  0.000    0.0    0.00 0.000000   961M0  -400.0   800.0     1.44 0.100000    0.000    0.000    0.000  780.917 3.451 2354
Element:      11  0.000    0.0    0.00 0.000000   976M0  -400.0   800.0    -0.96 0.100000    0.000    0.000    0.000  777.660 3.459 2353
Element:      12  0.000    0.0    0.00 0.000000   945M0  -400.0   800.0    -4.57 0.100000    0.000    0.000    0.000  774.201 3.457 2003
Element:      13  0.000    0.0    0.00 0.000000   928M0  -400.0   800.0     5.70 0.100000    0.000    0.000    0.000  770.929 3.465 2000
Element:      14  0.000    0.0    0.00 0.000000   929M0  -400.0   800.0     7.43 0.100000    0.000    0.000    0.000  767.475 3.462 2002
Element:      15  0.000    0.0    0.00 0.000000   944M0  -400.0   800.0    -4.92 0.100000    0.000    0.000    0.000  764.187 3.470 2001
Element:      16  0.000    0.0    0.00 0.000000  1105M0  -400.0   800.0    -4.98 0.100000    0.000    0.000    0.000  759.330 3.401 2611
Element:      17  0.000    0.0    0.00 0.000000  1088M0  -400.0   800.0     7.84 0.100000    0.000    0.000    0.000  756.124 3.407 2608
Element:      18  0.000    0.0    0.00 0.000000  1089M0  -400.0   800.0   -11.77 0.100000    0.000    0.000    0.000  752.714 3.404 2610
Element:      19  0.000    0.0    0.00 0.000000  1104M0  -400.0   800.0    12.98 0.100000    0.000    0.000    0.000  749.496 3.410 2609
Element:      20  0.000    0.0    0.00 0.000000  1073M0  -400.0   800.0    -9.42 0.100000    0.000    0.000    0.000  746.094 3.407 2323
Element:      21  0.000    0.0    0.00 0.000000  1056M0  -400.0   800.0     4.58 0.100000    0.000    0.000    0.000  742.865 3.412 2320
Element:      22  0.000    0.0    0.00 0.000000  1057M0  -400.0   800.0    -1.81 0.100000    0.000    0.000    0.000  739.471 3.407 2322
Element:      23  0.000    0.0    0.00 0.000000  1072M0  -400.0   800.0     2.66 0.100000    0.000    0.000    0.000  736.232 3.412 2321
Element:      24  0.000    0.0    0.00 0.000000   913M0  -400.0   800.0    -8.77 0.100000    0.000    0.000    0.000  731.540 3.347 2291
Element:      25  0.000    0.0    0.00 0.000000   896M0  -400.0   800.0    10.75 0.100000    0.000    0.000    0.000  728.379 3.352 2288
Element:      26  0.000    0.0    0.00 0.000000   897M0  -400.0   800.0    -0.00 0.100000    0.000    0.000    0.000  725.033 3.346 2290
Element:      27  0.000    0.0    0.00 0.000000   912M0  -400.0   800.0    -2.19 0.100000    0.000    0.000    0.000  721.865 3.350 2289
Element:      28  0.000    0.0    0.00 0.000000   881M0  -400.0   800.0     2.93 0.100000    0.000    0.000    0.000  718.530 3.345 2579
Element:      29  0.000    0.0    0.00 0.000000   864M0  -400.0   800.0    -0.00 0.100000    0.000    0.000    0.000  715.355 3.348 2576
Element:      30  0.000    0.0    0.00 0.000000   865M0  -400.0   800.0    11.95 0.100000    0.000    0.000    0.000  712.030 3.342 2578
Element:      31  0.000    0.0    0.00 0.000000   880M0  -400.0   800.0     0.60 0.100000    0.000    0.000    0.000  708.851 3.343 2577
Element:      32  0.000    0.0    0.00 0.000000  1041M0  -400.0   800.0    -7.83 0.100000    0.000    0.000    0.000  704.339 3.283 2035
Element:      33  0.000    0.0    0.00 0.000000  1024M0  -400.0   800.0     9.19 0.100000    0.000    0.000    0.000  701.232 3.286 2032
Element:      34  0.000    0.0    0.00 0.000000  1025M0  -400.0   800.0   -16.81 0.100000    0.000    0.000    0.000  697.960 3.279 2034
Element:      35  0.000    0.0    0.00 0.000000  1040M0  -400.0   800.0   -25.46 0.100000    0.000    0.000    0.000  694.850 3.281 2033
Element:      36  0.000    0.0    0.00 0.000000  1009M0  -400.0   800.0    13.67 0.100000    0.000    0.000    0.000  691.590 3.273 2643
Element:      37  0.000    0.0    0.00 0.000000   992M0  -400.0   800.0     8.75 0.100000    0.000    0.000    0.000  688.479 3.275 2640
Element:      38  0.000    0.0    0.00 0.000000   993M0  -400.0   800.0    60.03 0.100000    0.000    0.000    0.000  685.233 3.267 2642
Element:      39  0.000    0.0    0.00 0.000000  1008M0  -400.0   800.0    56.40 0.100000    0.000    0.000    0.000  682.121 3.267 2641
Element:      40  0.000    0.0    0.00 0.000000  1169M0  -400.0   800.0    42.27 0.100000    0.000    0.000    0.000  677.795 3.212 2931
Element:      41  0.000    0.0    0.00 0.000000  1152M0  -400.0   800.0    61.19 0.100000    0.000    0.000    0.000  674.750 3.212 2928
Element:      42  0.000    0.0    0.00 0.000000  1153M0  -400.0   800.0    63.58 0.100000    0.000    0.000    0.000  671.557 3.204 2930
Element:      43  0.000    0.0    0.00 0.000000  1168M0  -400.0   800.0    48.80 0.100000    0.000    0.000    0.000  668.514 3.204 2929
Element:      44  0.000    0.0    0.00 0.000000  1137M0  -400.0   800.0    71.61 0.100000    0.000    0.000    0.000  665.336 3.197 2899
Element:      45  0.000    0.0    0.00 0.000000  1120M0  -400.0   800.0    65.08 0.100000    0.000    0.000    0.000  662.295 3.194 2896
Element:      46  0.000    0.0    0.00 0.000000  1121M0  -400.0   800.0    98.68 0.100000    0.000    0.000    0.000  659.133 3.186 2898
Element:      47  0.000    0.0    0.00 0.000000  1136M0  -400.0   800.0    55.38 0.100000    0.000    0.000    0.000  656.096 3.184 2897
Element:      48  0.000    0.0    0.00 0.000000   851M0  -400.0   800.0    68.35 0.100000    0.000    0.000    0.000  651.959 3.135 2071
Element:      49  0.000    0.0    0.00 0.000000   834M0  -400.0   800.0    71.46 0.100000    0.000    0.000    0.000  648.983 3.133 2068
Element:      50  0.000    0.0    0.00 0.000000   835M0  -400.0   800.0    79.66 0.100000    0.000    0.000    0.000  645.875 3.125 2070
Element:      51  0.000    0.0    0.00 0.000000   850M0  -400.0   800.0   129.57 0.100000    0.000    0.000    0.000  642.904 3.122 2069
Element:      52  0.000    0.0    0.00 0.000000   819M0  -400.0   800.0    75.40 0.100000    0.000    0.000    0.000  639.812 3.114 2871
Element:      53  0.000    0.0    0.00 0.000000   802M0  -400.0   800.0    74.94 0.100000    0.000    0.000    0.000  636.847 3.110 2868
Element:      54  0.000    0.0    0.00 0.000000   803M0  -400.0   800.0    73.86 0.100000    0.000    0.000    0.000  633.773 3.101 2870
Element:      55  0.000    0.0    0.00 0.000000   818M0  -400.0   800.0   115.05 0.100000    0.000    0.000    0.000  630.814 3.097 2869
Element:      56  0.000    0.0    0.00 0.000000   979M0  -400.0   800.0   107.28 0.100000    0.000    0.000    0.000  626.867 3.054 2359
Element:      57  0.000    0.0    0.00 0.000000   962M0  -400.0   800.0    87.99 0.100000    0.000    0.000    0.000  623.963 3.050 2356
Element:      58  0.000    0.0    0.00 0.000000   963M0  -400.0   800.0    93.22 0.100000    0.000    0.000    0.000  620.942 3.042 2358
Element:      59  0.000    0.0    0.00 0.000000   978M0  -400.0   800.0    82.59 0.100000    0.000    0.000    0.000  618.047 3.037 2357
Element:      60  0.000    0.0    0.00 0.000000   947M0  -400.0   800.0    89.46 0.100000    0.000    0.000    0.000  615.044 3.028 2007
Element:      61  0.000    0.0    0.00 0.000000   930M0  -400.0   800.0   100.64 0.100000    0.000    0.000    0.000  612.158 3.022 2004
Element:      62  0.000    0.0    0.00 0.000000   931M0  -400.0   800.0    96.73 0.100000    0.000    0.000    0.000  609.173 3.014 2006
Element:      63  0.000    0.0    0.00 0.000000   946M0  -400.0   800.0   155.78 0.100000    0.000    0.000    0.000  606.297 3.008 2005
Element:      64  0.000    0.0    0.00 0.000000  1107M0  -400.0   800.0    93.53 0.100000    0.000    0.000    0.000  602.534 2.971 2615
Element:      65  0.000    0.0    0.00 0.000000  1090M0  -400.0   800.0   108.01 0.100000    0.000    0.000    0.000  599.706 2.965 2612
Element:      66  0.000    0.0    0.00 0.000000  1091M0  -400.0   800.0    97.94 0.100000    0.000    0.000    0.000  596.774 2.956 2614
Element:      67  0.000    0.0    0.00 0.000000  1106M0  -400.0   800.0   104.55 0.100000    0.000    0.000    0.000  593.956 2.950 2613
Element:      68  0.000    0.0    0.00 0.000000  1075M0  -400.0   800.0    82.48 0.100000    0.000    0.000    0.000  591.043 2.941 2327
Element:      69  0.000    0.0    0.00 0.000000  1058M0  -400.0   800.0   112.74 0.100000    0.000    0.000    0.000  588.238 2.934 2324
Element:      70  0.000    0.0    0.00 0.000000  1059M0  -400.0   800.0    99.97 0.100000    0.000    0.000    0.000  585.344 2.924 2326
Element:      71  0.000    0.0    0.00 0.000000  1074M0  -400.0   800.0    99.29 0.100000    0.000    0.000    0.000  582.552 2.917 2325
Element:      72  0.000    0.0    0.00 0.000000   915M0  -400.0   800.0    54.03 0.100000    0.000    0.000    0.000  578.967 2.886 2295
Element:      73  0.000    0.0    0.00 0.000000   898M0  -400.0   800.0   113.01 0.100000    0.000    0.000    0.000  576.215 2.880 2292
Element:      74  0.000    0.0    0.00 0.000000   899M0  -400.0   800.0    74.71 0.100000    0.000    0.000    0.000  573.373 2.870 2294
Element:      75  0.000    0.0    0.00 0.000000   914M0  -400.0   800.0    88.86 0.100000    0.000    0.000    0.000  570.634 2.863 2293
Element:      76  0.000    0.0    0.00 0.000000   883M0  -400.0   800.0    92.86 0.100000    0.000    0.000    0.000  567.810 2.853 2583
Element:      77  0.000    0.0    0.00 0.000000   866M0  -400.0   800.0    93.51 0.100000    0.000    0.000    0.000  565.087 2.845 2580
Element:      78  0.000    0.0    0.00 0.000000   867M0  -400.0   800.0   124.45 0.100000    0.000    0.000    0.000  562.283 2.835 2582
Element:      79  0.000    0.0    0.00 0.000000   882M0  -400.0   800.0   127.65 0.100000    0.000    0.000    0.000  559.574 2.827 2581
Element:      80  0.000    0.0    0.00 0.000000  1043M0  -400.0   800.0    76.83 0.100000    0.000    0.000    0.000  556.161 2.802 2039
Element:      81  0.000    0.0    0.00 0.000000  1026M0  -400.0   800.0   134.77 0.100000    0.000    0.000    0.000  553.486 2.794 2036
Element:      82  0.000    0.0    0.00 0.000000  1027M0  -400.0   800.0   118.91 0.100000    0.000    0.000    0.000  550.732 2.784 2038
Element:      83  0.000    0.0    0.00 0.000000  1042M0  -400.0   800.0    92.31 0.100000    0.000    0.000    0.000  548.073 2.776 2037
Element:      84  0.000    0.0    0.00 0.000000  1011M0  -400.0   800.0   108.96 0.100000    0.000    0.000    0.000  545.338 2.765 2647
Element:      85  0.000    0.0    0.00 0.000000   994M0  -400.0   800.0   102.08 0.100000    0.000    0.000    0.000  542.695 2.758 2644
Element:      86  0.000    0.0    0.00 0.000000   995M0  -400.0   800.0   129.13 0.100000    0.000    0.000    0.000  539.980 2.747 2646
Element:      87  0.000    0.0    0.00 0.000000  1010M0  -400.0   800.0    98.78 0.100000    0.000    0.000    0.000  537.355 2.738 2645
Element:      88  0.000    0.0    0.00 0.000000  1171M0  -400.0   800.0    99.21 0.100000    0.000    0.000    0.000  534.101 2.719 2935
Element:      89  0.000    0.0    0.00 0.000000  1154M0  -400.0   800.0   133.76 0.100000    0.000    0.000    0.000  531.503 2.710 2932
Element:      90  0.000    0.0    0.00 0.000000  1155M0  -400.0   800.0   107.01 0.100000    0.000    0.000    0.000  528.836 2.700 2934
Element:      91  0.000    0.0    0.00 0.000000  1170M0  -400.0   800.0   109.43 0.100000    0.000    0.000    0.000  526.255 2.691 2933
Element:      92  0.000    0.0    0.00 0.000000  1139M0  -400.0   800.0    94.26 0.100000    0.000    0.000    0.000  523.607 2.681 2903
Element:      93  0.000    0.0    0.00 0.000000  1122M0  -400.0   800.0   106.66 0.100000    0.000    0.000    0.000  521.044 2.671 2900
Element:      94  0.000    0.0    0.00 0.000000  1123M0  -400.0   800.0    98.89 0.100000    0.000    0.000    0.000  518.416 2.661 2902
Element:      95  0.000    0.0    0.00 0.000000  1138M0  -400.0   800.0   104.91 0.100000    0.000    0.000    0.000  515.872 2.651 2901
Element:      96  0.000    0.0    0.00 0.000000   853M0  -400.0   800.0    80.32 0.100000    0.000    0.000    0.000  512.771 2.637 2075
Element:      97  0.000    0.0    0.00 0.000000   836M0  -400.0   800.0   107.40 0.100000    0.000    0.000    0.000  510.248 2.627 2072
Element:      98  0.000    0.0    0.00 0.000000   837M0  -400.0   800.0   103.32 0.100000    0.000    0.000    0.000  507.664 2.617 2074
Element:      99  0.000    0.0    0.00 0.000000   852M0  -400.0   800.0    73.67 0.100000    0.000    0.000    0.000  505.161 2.608 2073
Element:     100  0.000    0.0    0.00 0.000000   821M0  -400.0   800.0    81.34 0.100000    0.000    0.000    0.000  502.597 2.597 2875
Element:     101  0.000    0.0    0.00 0.000000   804M0  -400.0   800.0   100.72 0.100000    0.000    0.000    0.000  500.114 2.587 2872
Element:     102  0.000    0.0    0.00 0.000000   805M0  -400.0   800.0   108.44 0.100000    0.000    0.000    0.000  497.569 2.577 2874
Element:     103  0.000    0.0    0.00 0.000000   820M0  -400.0   800.0    89.64 0.100000    0.000    0.000    0.000  495.106 2.567 2873
Element:     104  0.000    0.0    0.00 0.000000   981M0  -400.0   800.0    88.78 0.100000    0.000    0.000    0.000  492.147 2.557 2363
Element:     105  0.000    0.0    0.00 0.000000   964M0  -400.0   800.0    97.19 0.100000    0.000    0.000    0.000  489.698 2.548 2360
Element:     106  0.000    0.0    0.00 0.000000   965M0  -400.0   800.0    92.56 0.100000    0.000    0.000    0.000  487.196 2.537 2362
Element:     107  0.000    0.0    0.00 0.000000   980M0  -400.0   800.0    93.46 0.100000    0.000    0.000    0.000  484.768 2.526 2361
Element:     108  0.000    0.0    0.00 0.000000   949M0  -400.0   800.0    88.30 0.100000    0.000    0.000    0.000  482.286 2.517 2011
Element:     109  0.000    0.0    0.00 0.000000   932M0  -400.0   800.0    98.40 0.100000    0.000    0.000    0.000  479.879 2.506 2008
Element:     110  0.000    0.0    0.00 0.000000   933M0  -400.0   800.0    97.76 0.100000    0.000    0.000    0.000  477.416 2.495 2010
Element:     111  0.000    0.0    0.00 0.000000   948M0  -400.0   800.0    98.08 0.100000    0.000    0.000    0.000  475.030 2.485 2009
Element:     112  0.000    0.0    0.00 0.000000  1109M0  -400.0   800.0   103.40 0.100000    0.000    0.000    0.000  472.207 2.480 2619
Element:     113  0.000    0.0    0.00 0.000000  1092M0  -400.0   800.0    95.25 0.100000    0.000    0.000    0.000  469.830 2.470 2616
Element:     114  0.000    0.0    0.00 0.000000  1093M0  -400.0   800.0    92.44 0.100000    0.000    0.000    0.000  467.407 2.459 2618
Element:     115  0.000    0.0    0.00 0.000000  1108M0  -400.0   800.0   106.95 0.100000    0.000    0.000    0.000  465.052 2.448 2617
Element:     116  0.000    0.0    0.00 0.000000  1077M0  -400.0   800.0    91.20 0.100000    0.000    0.000    0.000  462.648 2.438 2331
Element:     117  0.000    0.0    0.00 0.000000  1060M0  -400.0   800.0   101.37 0.100000    0.000    0.000    0.000  460.315 2.427 2328
Element:     118  0.000    0.0    0.00 0.000000  1061M0  -400.0   800.0   100.11 0.100000    0.000    0.000    0.000  457.931 2.417 2330
Element:     119  0.000    0.0    0.00 0.000000  1076M0  -400.0   800.0   101.88 0.100000    0.000    0.000    0.000  455.620 2.405 2329
Element:     120  0.000    0.0    0.00 0.000000   917M0  -400.0   800.0    49.37 0.100000    0.000    0.000    0.000  452.924 2.405 2299
Element:     121  0.000    0.0    0.00 0.000000   900M0  -400.0   800.0   120.48 0.100000    0.000    0.000    0.000  450.618 2.394 2296
Element:     122  0.000    0.0    0.00 0.000000   901M0  -400.0   800.0    80.44 0.100000    0.000    0.000    0.000  448.271 2.384 2298
Element:     123  0.000    0.0    0.00 0.000000   916M0  -400.0   800.0    73.09 0.100000    0.000    0.000    0.000  445.987 2.373 2297
